所属区域,小区名称,价格,房屋面积,户型
"朝阳-红庙-延静里中街
/
        56.34㎡
        /南 北        /
          3室1厅1卫        
/
          中楼层                        （5层）",整租·延静里中街 3室1厅 南/北,6800 元/月,,"官方核验
集中供暖"
"东城-广渠门-北京上舍
/
        57.00㎡
        /北        /
          1室1厅1卫        
/
          中楼层                        （15层）",整租·北京上舍 1室1厅 北,7500 元/月,,"官方核验
精装
集中供暖"
"海淀-上地-辉煌国际
/
        57.21㎡
        /南        /
          2房间1卫        
/
          中楼层                        （20层）",整租·辉煌国际 2房间 南,4900 元/月,,"官方核验
近地铁
精装
随时看房"
"海淀-上地-宣海家园
/
        108.08㎡
        /南 北        /
          2室1厅1卫        
/
          高楼层                        （18层）",整租·宣海家园 2室1厅 南/北,8500 元/月,,"官方核验
业主自荐
近地铁
精装
集中供暖
随时看房"
"海淀-上地-iMOMA
/
        83.00㎡
        /北        /
          2房间1卫        
/
          中楼层                        （8层）",整租·iMOMA 2房间 北,6200 元/月,,"官方核验
近地铁
精装
集中供暖
随时看房"
"海淀-上地-宣海家园
/
        112.40㎡
        /南 北        /
          2室2厅1卫        
/
          高楼层                        （18层）",整租·宣海家园 2室2厅 南/北,9000 元/月,,"官方核验
近地铁
精装
集中供暖"
"海淀-上地-上地东里
/
        63.90㎡
        /南        /
          2室1厅1卫        
/
          中楼层                        （6层）",整租·上地东里 2室1厅 南,6500 元/月,,"官方核验
近地铁
精装
集中供暖
随时看房"
"精选          /
朝阳-双井-广渠门外大街路北区
/
        40.28㎡
        /南        /
          2室1厅1卫        
/
          高楼层                        （6层）",整租·广渠门外大街路北区 2室1厅 南,5500 元/月,,"公寓
近地铁
精装
集中供暖
押一付一
随时看房"
"海淀-上地-上地国际创业园
/
        171.19㎡
        /南        /
          3室2厅2卫        
/
          低楼层                        （26层）",整租·上地国际创业园 3室2厅 南,13000 元/月,,"官方核验
近地铁
精装
集中供暖
双卫生间"
"海淀-上地-上地南路6号院
/
        104.00㎡
        /南 北        /
          2室1厅1卫        
/
          中楼层                        （7层）",整租·上地南路6号院 2室1厅 南/北,8200 元/月,,"官方核验
近地铁
集中供暖
随时看房"
"海淀-定慧寺-安装宿舍
/
        56.70㎡
        /南 北        /
          2室1厅1卫        
/
          低楼层                        （6层）",整租·安装宿舍 2室1厅 南/北,6500 元/月,,"官方核验
业主自荐
新上
近地铁
集中供暖
随时看房"
"海淀-定慧寺-玲珑天地
/
        160.49㎡
        /北        /
          2房间0卫        
/
          地下室                        （12层）",整租·玲珑天地 2房间 北,13500 元/月,,"官方核验
近地铁
精装
集中供暖
随时看房"
"海淀-定慧寺-恩济花园
/
        100.00㎡
        /南 北        /
          2室2厅2卫        
/
          中楼层                        （5层）",整租·恩济花园 2室2厅 南/北,8500 元/月,,"官方核验
集中供暖
双卫生间"
"海淀-定慧寺-八里庄北里
/
        45.20㎡
        /西        /
          1室1厅1卫        
/
          低楼层                        （12层）",整租·八里庄北里 1室1厅 西,5300 元/月,,"官方核验
近地铁
精装
集中供暖
随时看房"
"海淀-定慧寺-永安东里
/
        92.80㎡
        /南 北        /
          2室2厅1卫        
/
          高楼层                        （6层）",整租·永安东里 2室2厅 南/北,7500 元/月,,"官方核验
近地铁
集中供暖"
"海淀-定慧寺-恩济里小区
/
        39.30㎡
        /南        /
          1室1厅1卫        
/
          低楼层                        （6层）",整租·恩济里小区 1室1厅 南,5500 元/月,,"官方核验
业主自荐
新上
精装
集中供暖"
"海淀-定慧寺-恩济里小区
/
        73.60㎡
        /南 北        /
          2室1厅1卫        
/
          中楼层                        （6层）",整租·恩济里小区 2室1厅 南/北,6000 元/月,,"官方核验
集中供暖
随时看房"
"精选          /
朝阳-燕莎-霞光里30号院
/
        39.78㎡
        /南        /
          1室1厅1卫        
/
          低楼层                        （6层）",整租·霞光里30号院 1室1厅 南,6560 元/月,,"公寓
精装
集中供暖
押一付一
随时看房"
"海淀-定慧寺-定慧北里
/
        75.18㎡
        /东 西        /
          2室1厅1卫        
/
          中楼层                        （6层）",整租·定慧北里 2室1厅 东/西,6500 元/月,,"官方核验
近地铁
集中供暖
随时看房"
"海淀-定慧寺-核二院
/
        89.00㎡
        /南 北        /
          2室1厅1卫        
/
          高楼层                        （5层）",整租·核二院 2室1厅 南/北,11900 元/月,,"官方核验
近地铁
精装
集中供暖
随时看房"
"海淀-定慧寺-恩济里小区
/
        89.00㎡
        /南        /
          3室1厅1卫        
/
          高楼层                        （15层）",整租·恩济里小区 3室1厅 南,12000 元/月,,"官方核验
近地铁
精装
集中供暖"
"海淀-知春路-太阳园
/
        137.80㎡
        /南        /
          3室1厅2卫        
/
          低楼层                        （26层）",整租·太阳园 3室1厅 南,19000 元/月,,"官方核验
新上
近地铁
精装
集中供暖
双卫生间"
"海淀-知春路-碧兴园
/
        101.66㎡
        /东南        /
          2室1厅1卫        
/
          中楼层                        （28层）",整租·碧兴园 2室1厅 东南,13500 元/月,,"官方核验
新上
近地铁
集中供暖
随时看房"
"海淀-知春路-太月园
/
        125.10㎡
        /西南        /
          3室1厅1卫        
/
          低楼层                        （26层）",整租·太月园 3室1厅 西南,14000 元/月,,"官方核验
近地铁
精装
集中供暖"
"精选          /
海淀-军博-铁东小区
/
        50.50㎡
        /南        /
          2室1厅1卫        
/
          中楼层                        （6层）",整租·铁东小区 2室1厅 南,7530 元/月,,"公寓
近地铁
精装
集中供暖
押一付一
随时看房"
"大兴-大兴其它-居善园
/
        80.60㎡
        /南        /
          2室1厅1卫        
/
          低楼层                        （18层）",整租·居善园 2室1厅 南,2700 元/月,,"官方核验
集中供暖"
"大兴-大兴其它-居善园
/
        125.00㎡
        /南 北        /
          3室1厅1卫        
/
          中楼层                        （21层）",整租·居善园 3室1厅 南/北,3800 元/月,,"官方核验
新上
精装"
"精选          /
朝阳-常营-常楹公元自由派
/
        37.29㎡
        /西        /
          1室1厅1卫        
/
          中楼层                        （23层）",整租·常楹公元自由派 1室1厅 西,4890 元/月,,"公寓
近地铁
精装
集中供暖
押一付一
随时看房"
"精选          /
朝阳-十里堡-十里堡北里
/
        58.71㎡
        /南        /
          2室1厅1卫        
/
          高楼层                        （6层）",整租·十里堡北里 2室1厅 南,7690 元/月,,"公寓
精装
集中供暖
押一付一
随时看房"
"精选          /
西城-马甸-裕中西里
/
        59.90㎡
        /南        /
          2室1厅1卫        
/
          高楼层                        （6层）",整租·裕中西里 2室1厅 南,8230 元/月,,"公寓
近地铁
精装
集中供暖
押一付一
随时看房"
"大兴-大兴其它-首创·美澜湾E区
/
        151.31㎡
        /南 北        /
          3室2厅2卫        
/
          低楼层                        （18层）",整租·首创·美澜湾E区 3室2厅 南/北,5500 元/月,,"官方核验
业主自荐
新上
近地铁
精装
集中供暖
双卫生间"
"大兴-大兴其它-颂善园
/
        115.00㎡
        /南 北        /
          3室1厅1卫        
/
          高楼层                        （21层）",整租·颂善园 3室1厅 南/北,3500 元/月,,"官方核验
精装
集中供暖"
"精选          /
通州-梨园-梨花园
/
        65.00㎡
        /北        /
          1室1厅1卫        
/
          高楼层                        （6层）",整租·梨花园 1室1厅 北,4730 元/月,,"公寓
近地铁
精装
集中供暖
押一付一
随时看房"
"海淀-五棵松-紫金长安
/
        127.46㎡
        /东南 西        /
          3室2厅2卫        
/
          低楼层                        （12层）",整租·紫金长安 3室2厅 东南/西,18000 元/月,,"官方核验
集中供暖
双卫生间"
"精选          /
通州-北关-绿地中央广场
/
        44.50㎡
        /北        /
          1室1厅1卫        
/
          中楼层                        （22层）",整租·绿地中央广场 1室1厅 北,5490 元/月,,"公寓
近地铁
精装
集中供暖
押一付一
随时看房"
"精选          /
顺义-顺义其它-旭辉26街区
/
        58.72㎡
        /南 北        /
          3室2厅2卫        
/
          中楼层                        （9层）",整租·旭辉26街区 3室2厅 LOFT 南/北,5100 元/月,,"公寓
近地铁
精装
集中供暖
双卫生间"
"朝阳-双井-双井黄木厂6号院
/
        64.09㎡
        /南 北        /
          2室1厅1卫        
/
          高楼层                        （6层）",整租·双井黄木厂6号院 2室1厅 南/北,6400 元/月,,"官方核验
精装
集中供暖
随时看房"
"西城-六铺炕-德胜置业
/
        98.00㎡
        /南        /
          2室1厅1卫        
/
          高楼层                        （20层）",整租·德胜置业 2室1厅 南,15000 元/月,,"官方核验
集中供暖"
